Demographics Split,US Ranking,University Name,School Name,Program Name,Program Category,Certificate,City,State,Length in Days (put average number of days if different lengths are listed),Modality,Location,Total Cost (if cost per credit is not listed. Put the latest cost),Total Online Format Cost (if cost per credit is not listed and online vs in person cost is different),Target Demographics (keep consistencies as much as possible),Unique Value
FOUNDERS,4,Columbia University,Columbia Business School,Sales Team Management Strategies,Marketing / Analytics,Yes,New York,NY,,Online,Online,,2600,"VPS OF SALES, SENIOR SALES MANAGERS, OTHER SALES LEADERS, VPS OF MARKETING , SALES, HEADS OF PRODUCT MARKETING, OTHER MARKETING LEADERS, ENTREPRENEURS, FOUNDERS,CO-FOUNDERS OF ORGANIZATIONS, SALES CONSULTANTS, BUSINESS DEVELOPMENT CONSULTANTS, TECHNICAL SALES CONSULTANTS",142
FOUNDERS,12,Cornell University,SC Johnson,CORPORATE GOVERNANCECertificate,"ENVIRONMENTAL, SOCIAL, GOVERNANCE",Yes,Ithaca,NY,40,Online,Online,,3900,"EXECUTIVES, BOARD MEMBERS, FOUNDERS , ENTREPRENEURS, ACCOUNTANTS, AUDITORS, INVESTMENT BANKERS, PROFESSIONALS",292
FOUNDERS,9,UC Berkeley,Hass,The Berkeley Executive Leadership Program,"Leadership and Communication, Strategy and management",Yes,Berkeley,CA,5,In person,"Berkeley,CA",9900,,"EXECUTIVES , SENIOR LEADERS INCLUDING CEOS , OTHER C-SUITE LEADERSHIP,FOUNDERS , ENTREPRENEURS",210
FOUNDERS,12,Cornell University,SC Johnson,BUSINESS ETHICSCertificate,"ENVIRONMENTAL, SOCIAL, GOVERNANCE",Yes,Ithaca,NY,40,Online,Online,,3900,"BUSINESS MANAGERS , LEADERS, FOUNDERS , ENTREPRENEURS, PROFESSIONALS",289
FOUNDERS,9,UC Berkeley,Hass,Data Science: Bridging Principles and Practice,Strategy and management,Yes,Berkeley,CA,200,Online,Online,,2536,"DIRECTORS, CEOS, CTOS, CIOS, VICE PRESIDENTS, PRESIDENTS, FOUNDERS, , GENERAL MANAGER",226
ESG,7,University of Michigan--Ann Arbor,Ross,Sustainable Leadership in the ESG Era,Leadership,,Ann Arbor,MI,4,In person,"Ann Arbor,MI",9500,,"EXECUTIVE , SENIOR LEADERS, INVESTORS, ESG,CSR MANAGERS, ADVISORS",166
ENGINEERS,12,Cornell University,SC Johnson,SUSTAINABLE PRESERVATIONCertificate,"ENVIRONMENTAL, SOCIAL, GOVERNANCE",Yes,Ithaca,NY,60,Online,Online,,3750,"ARCHITECTS, STRUCTURAL,CIVIL ENGINEERS, HISTORIC PRESERVATION PLANNERS, MUNICIPAL PLANNERS, PRIVATE SECTOR PLANNERS, REAL ESTATE DEVELOPERS, ENVIRONMENTAL PROFESSIONALS",283
ENGINEERS,9,UC Berkeley,Hass,Professional Certificate in Machine Learning and Artificial Intelligence,Entrepreneurship and Innovation,Yes,Berkeley,CA,120,Online,Online,,7268,"IT , ENGINEERING PROFESSIONALS, DATA , BUSINESS ANALYSTS, RECENT SCIENCE, TECHNOLOGY, ENGINEERING, , MATHEMATICS (STEM) GRADUATES",222
ENGINEERS,9,UC Berkeley,Hass,Professional Certificate in Machine Learning and Artificial Intelligence,Entrepreneurship and Innovation,Yes,Berkeley,CA,120,Online,Online,,7268,"IT , ENGINEERING PROFESSIONALS, DATA , BUSINESS ANALYSTS, RECENT SCIENCE, TECHNOLOGY, ENGINEERING, , MATHEMATICS (STEM) GRADUATES",222
ENGINEERS,12,Cornell University,SC Johnson,PROBABILITY ANALYSISCertificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,,Online,Online,,,"ENGINEERS,QUALITY CONTROL PROFESSIONALS, MATERIALS ANALYSTS, PRODUCT DEVELOPERS, DATA SCIENTISTS , ANALYSTS",277
ENGINEERS,12,Cornell University,SC Johnson,CONSUMER BEHAVIOR,Marketing,Yes,Ithaca,NY,60,Online,Online,,3750,"MARKETING MANAGERS, PRODUCT MANAGERS, ENTREPRENEURS, ENGINEERS, TECH LEADERS, UX , WEB DECELOPERS, ENTREPRENEURS",247
ENGINEERS,12,Cornell University,SC Johnson,NATURAL LANGUAGE PROCESSING WITH PYTHON Certificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,90,Online,Online,,3750,"ENGINEERS, SOFTWARE DEVELOPERS, COMPUTER SCIENTISTS NEW TO NLP, DATA SCIENTISTS, ANALYSTS",267
ENGINEERS,9,UC Berkeley,Hass,Communications Excellence,Leadership and Communication,Yes,Berkeley,CA,2,In person,"Berkeley,CA",4000,,"SENIOR LEADERSHIP EXECUTIVES , HIGH-POTENTIAL PROFESSIONALS IN BUSINESS DEVELOPMENT, SALES, , MARKETING TEAMS, WEB DEVELOPERS,ENGINEERS,ENTREPRENEURS,PROFESSIONALS",202
ENGINEERS,12,Cornell University,SC Johnson,Data Science certificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,80,Online,Online,,3600,"CURRENT , ASPIRING DATA SCIENTISTS, ANALYSTS, ENGINEERS, RESEARCHERS, TECHNICAL MANAGERS",255
ENGINEERS,9,UC Berkeley,Hass,New Manager Boot Camp,Leadership and Communication,Yes,Berkeley,CA,314,In person / Online,"Berkeley,CA",5375,3950,"BUSINESS PROFESSIONALS, ENGINEERS,EXECUTIVES",207
ENGINEERS,12,Cornell University,SC Johnson,PYTHON PROGRAMMING Certificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,90,Online,Online,,3750,"CURRENT , ASPIRING PROGRAMMERS, SOFTWARE DEVELOPERS , ENGINEERS, CURRENT , ASPIRING WEB DEVELOPERS, SCIENTISTS INTERESTED IN LEARNING PROGRAMMING",266
ENGINEERS,9,UC Berkeley,Hass,Chief Technology Officer (CTO) Program,"Entrepreneurship and Innovation, Strategy and management",Yes,Berkeley,CA,365,Hybrid,"Berkeley,CA",27000,,"CURRENT OR ASPIRING CTOS , SENIOR EXECUTIVES, TECHNICAL EXPERTS, INCLUDING VPS OF ENGINEERING , SOFTWARE ARCHITECTS",214
DATABASE MANAGERS,12,Cornell University,SC Johnson,DATA ETHICS Certificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,40,Online,Online,,2999,"DATA MANAGERS , DEVELOPERS, ETHICS OFFICER, STATISTICIANS, ANALYST, LAWYERS, SOFTWARE DEVELOPERS , PROGRAMMERS",258
DATABASE MANAGERS,12,Cornell University,SC Johnson,PYTHON FOR DATA SCIENCE Certificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,100,Online,Online,,3900,"DATA ANALYSTS , BUSINESS ANALYSTS, DATABASE MANAGERS, TECHNICAL , SYSTEMS ANALYSTS, PROGRAMMERS INTERESTED IN DATA SCIENCE, MARKETERS",265
DATABASE MANAGERS,12,Cornell University,SC Johnson,DATA MANAGEMENT IN SQL Certificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,50,Online,Online,,3900,"BUSINESS , MARKETING ANALYSTS, PROFESSIONALS WHO WORK WITH DATABASES OR DATA WAREHOUSES",264
AUDITORS,12,Cornell University,SC Johnson,CORPORATE GOVERNANCECertificate,"ENVIRONMENTAL, SOCIAL, GOVERNANCE",Yes,Ithaca,NY,40,Online,Online,,3900,"EXECUTIVES, BOARD MEMBERS, FOUNDERS , ENTREPRENEURS, ACCOUNTANTS, AUDITORS, INVESTMENT BANKERS, PROFESSIONALS",292
DATA SCIENTISTS,12,Cornell University,SC Johnson,DATA SCIENCE ESSENTIALS Certificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,40,Online,Online,,3600,"CURRENT , ASPIRING DATA SCIENTISTS , ANALYSTS, BUSINESS DECISION MAKERS,CONSULTANTS, EXECUTIVES",256
DATA SCIENTISTS,12,Cornell University,SC Johnson,Data Science certificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,80,Online,Online,,3600,"CURRENT , ASPIRING DATA SCIENTISTS, ANALYSTS, ENGINEERS, RESEARCHERS, TECHNICAL MANAGERS",255
DATA SCIENTISTS,12,Cornell University,SC Johnson,DATA SCIENCE MODELING Certificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,40,Online,Online,,3600,"CURRENT , ASPIRING DATA SCIENTISTS , ANALYSTS, BUSINESS DECISION MAKERS,CONSULTANTS, EXECUTIVES",257
DATA SCIENTISTS,12,Cornell University,SC Johnson,BIG DATA FOR POLICYCertificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,80,Online,Online,,3600,"ASPIRING DATA SCIENTISTS , ANALYSTS, SOCIAL SCIENCE RESEARCHERS, GOVERNMENT PROGRAM MANAGERS, PROGRAM EVALUATORS, CITY , REGIONAL PLANNERS",279
DATA SCIENTISTS,9,UC Berkeley,Hass,Data Science for Leaders,"Entrepreneurship and Innovation, Strategy and management",Yes,Berkeley,CA,3,In person,"Berkeley,CA",4900,,"SENIOR LEADERS, DATA SCIENCE LEADERS, , OTHER DECISION-MAKERS",216
DATA SCIENTISTS,12,Cornell University,SC Johnson,DATA PRIVACY STRATEGY,Marketing,Yes,Ithaca,NY,40,Online,Online,,2500,"CMOS, CIOS, CTOS, WEB DEVELOPERS, MARKETING, BR, , PRODUCT MANAGERS,TECH LEADERS, DATA SCIENTIST, CONSULTANT",250
DATA SCIENTISTS,12,Cornell University,SC Johnson,NATURAL LANGUAGE PROCESSING WITH PYTHON Certificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,90,Online,Online,,3750,"ENGINEERS, SOFTWARE DEVELOPERS, COMPUTER SCIENTISTS NEW TO NLP, DATA SCIENTISTS, ANALYSTS",267
DATA SCIENTISTS,12,Cornell University,SC Johnson,MACHINE LEARNING Certificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,70,Online,Online,,3750,"PROGRAMMERS, DEVELOPERS, DATA ANALYSTS, STATISTICIANS, DATA SCIENTISTS",268
DATA SCIENTISTS,12,Cornell University,SC Johnson,DATA ANALYTICS IN R Certificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,60,Online,Online,,3900,"ANALYSTS, FUNCTIONAL MANAGERS, CONSULTANTS. DEVELOPERS, DATA SCIENTISTS",261
DATA SCIENTISTS,12,Cornell University,SC Johnson,DATA SCIENCE WITH SQL AND TABLEAU Certificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,50,Online,Online,,3900,"DATA SCIENTISTS, BUSINESS ANALYSTS, DEVELOPERS, MARKETING ANALYSTS, CAREER STARTERS",262
DATA SCIENTISTS,12,Cornell University,SC Johnson,PROBABILITY ANALYSISCertificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,,Online,Online,,,"ENGINEERS,QUALITY CONTROL PROFESSIONALS, MATERIALS ANALYSTS, PRODUCT DEVELOPERS, DATA SCIENTISTS , ANALYSTS",277
DATA SCIENTISTS,9,UC Berkeley,Hass,Professional Certificate in Machine Learning and Artificial Intelligence,Entrepreneurship and Innovation,Yes,Berkeley,CA,120,Online,Online,,7268,"IT , ENGINEERING PROFESSIONALS, DATA , BUSINESS ANALYSTS, RECENT SCIENCE, TECHNOLOGY, ENGINEERING, , MATHEMATICS (STEM) GRADUATES",222
DATA SCIENTISTS,4,Columbia University,Columbia Business School,Leading in a Data-Driven World,Negotiation & Decision Making,Yes,New York,NY,4,In person,"Manhattanville Campus, NYC",9950,,"EXECUTIVE LEADERS , DECISION-MAKERS, MANAGERS, DIRECTORS IN DATA-INTENSIVE ROLES, STRATEGISTS, CONSULTANTS, CROSS-FUNCTIONAL LEADERS, INNOVATORS, CHANGE AGENTS",145
DATA SCIENTISTS,12,Cornell University,SC Johnson,BIG DATA FOR BIG POLICY PROBLEMSCertificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,160,Online,Online,,3699,"RISING HIGH SCHOOL SENIORS, HIGH SCHOOL STUDENTS INTERESTED IN DATA SCIENCE OR SOCIAL CHANGE, STUDENTS AGED 16 , OLDER",278
DATA SCIENTISTS,4,Columbia University,Columbia Business School,Digital Marketing Strategy,Marketing / Analytics,Yes,New York,NY,4,In person,"Manhattanville Campus, NYC",9950,,"C-SUITE EXECUTIVES, LEADERS IN CHARGE OF DATA",135
DATA SCIENTISTS,12,Cornell University,SC Johnson,PYTHON FOR DATA SCIENCE Certificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,100,Online,Online,,3900,"DATA ANALYSTS , BUSINESS ANALYSTS, DATABASE MANAGERS, TECHNICAL , SYSTEMS ANALYSTS, PROGRAMMERS INTERESTED IN DATA SCIENCE, MARKETERS",265
MAKETING,12,Cornell University,SC Johnson,INTEGRATED MARKETING 360,Marketing,Yes,Ithaca,NY,160,Online,Online,,7999,"MAKETING , SALES, ENTREPRENEURS, LEADERS, PRODUCT MANAGEMENT",245
RECRUITERS,12,Cornell University,SC Johnson,"DIVERSITY, EQUITY, AND INCLUSION: BUILDING A DIVERSE WORKFORCECertificate","ENVIRONMENTAL, SOCIAL, GOVERNANCE",Yes,Ithaca,NY,40,Online,Online,,3900,"HR PROFESSIONALS, RECRUITERS",286
STEWARDS,12,Cornell University,SC Johnson,LABOR RELATIONSCertificate,"ENVIRONMENTAL, SOCIAL, GOVERNANCE",Yes,Ithaca,NY,60,Online,Online,,3900,"UNION STAFF, STEWARDS , OFFICIALS, HR , OPERATIONS MANAGERS, ATTORNEYS , GENERAL COUNSEL",291
SALES PROFESSIONALS,12,Cornell University,SC Johnson,STRATEGIC HOSPITALITY MARKETING,Marketing,Yes,Ithaca,NY,60,Online,Online,,3699,"CUSTOMER-FOCUSED SALES , MARKETING PROFESSIONALS, PRODUCT MARKETING PROFESSIONALS, INDUSTRY PROFESSIONALS ANALYZING SERVICES MARKETING DATA TO MAKE STRATEGIC DECISIONS",254
SALES PROFESSIONALS,4,Columbia University,Columbia Business School,Sales Team Management Strategies,Marketing / Analytics,Yes,New York,NY,,Online,Online,,2600,"VPS OF SALES, SENIOR SALES MANAGERS, OTHER SALES LEADERS, VPS OF MARKETING , SALES, HEADS OF PRODUCT MARKETING, OTHER MARKETING LEADERS, ENTREPRENEURS, FOUNDERS,CO-FOUNDERS OF ORGANIZATIONS, SALES CONSULTANTS, BUSINESS DEVELOPMENT CONSULTANTS, TECHNICAL SALES CONSULTANTS",142
SALES PROFESSIONALS,2,Northwestern University,Kellogg School of Management,High-Impact Sales Strategy in a Digital World,Marketing / Analytics,,Evanston,IL,4,In person,"Evanston, IL",8600,,SALES LEADER,46
SALES PROFESSIONALS,2,Northwestern University,Kellogg School of Management,Advanced Analytics for Sales Leaders,Marketing / Analytics,,Evanston,IL,3,Online,na,,3000,SALES LEADER,42
SALES PROFESSIONALS,2,Northwestern University,Kellogg School of Management,Kellogg Sales Bootcamp,Marketing / Analytics,,Evanston,IL,,,na,,,SALES PROFESSIONALS,48
SALES PROFESSIONALS,4,Columbia University,Columbia Business School,Sales Team Management Strategies,Marketing / Analytics,Yes,New York,NY,,Online,Online,,2600,"VPS OF SALES, SENIOR SALES MANAGERS, OTHER SALES LEADERS, VPS OF MARKETING , SALES, HEADS OF PRODUCT MARKETING, OTHER MARKETING LEADERS, ENTREPRENEURS, FOUNDERS,CO-FOUNDERS OF ORGANIZATIONS, SALES CONSULTANTS, BUSINESS DEVELOPMENT CONSULTANTS, TECHNICAL SALES CONSULTANTS",142
SALES PROFESSIONALS,9,UC Berkeley,Hass,Communications Excellence,Leadership and Communication,Yes,Berkeley,CA,2,In person,"Berkeley,CA",4000,,"SENIOR LEADERSHIP EXECUTIVES , HIGH-POTENTIAL PROFESSIONALS IN BUSINESS DEVELOPMENT, SALES, , MARKETING TEAMS, WEB DEVELOPERS,ENGINEERS,ENTREPRENEURS,PROFESSIONALS",202
SALES PROFESSIONALS,12,Cornell University,SC Johnson,INTEGRATED MARKETING 360,Marketing,Yes,Ithaca,NY,160,Online,Online,,7999,"MAKETING , SALES, ENTREPRENEURS, LEADERS, PRODUCT MANAGEMENT",245
SUPERVISORS,12,Cornell University,SC Johnson,"DIVERSITY, EQUITY, AND INCLUSIONCertificate","ENVIRONMENTAL, SOCIAL, GOVERNANCE",Yes,Ithaca,NY,40,Online,Online,,3699,"TEAM MANAGERS , SUPERVISORS, EXECUTIVES",284
MARKET RESEARCH PROFESSIONALS,4,Columbia University,Columbia Business School,Mastering Customer Insights (Online),Strategy / Innovation / Technology / Analytics,Yes,New York,NY,49,Online,Online,,1950,"MID- TO SENIOR LEVEL PROFESSIONALS, BUSINESS , PRODUCT LEADERS OR ENTREPRENEURS, MARKET RESEARCH PROFESSIONALS",147
HIGH FREQUENCY TRADERS,4,Columbia University,Columbia Business School,Python for Managers,Strategy / Innovation / Technology / Analytics,Yes,New York,NY,56,Online,Online,,1950,"PRODUCT MANAGERS, RISK MANAGERS, PROJECT MANAGERS, MANAGEMENT CONSULTANTS, ENTREPRENEURS, PORTFOLIO MANAGERS, HIGH FREQUENCY TRADERS",153
CROSS-FUNCTIONAL LEADERS,2,Northwestern University,Kellogg School of Management,Driving Organizational Change,Change Management,,Evanston,IL,4,In person,"Evanston, IL",10500,,"SENIOR-LEVEL EXECUTIVE LEADERS, CROSS-FUNCTIONAL EXECUTIVE TEAMS",28
CROSS-FUNCTIONAL LEADERS,4,Columbia University,Columbia Business School,Leading in a Data-Driven World,Negotiation & Decision Making,Yes,New York,NY,4,In person,"Manhattanville Campus, NYC",9950,,"EXECUTIVE LEADERS , DECISION-MAKERS, MANAGERS, DIRECTORS IN DATA-INTENSIVE ROLES, STRATEGISTS, CONSULTANTS, CROSS-FUNCTIONAL LEADERS, INNOVATORS, CHANGE AGENTS",145
CROSS-FUNCTIONAL LEADERS,7,University of Michigan--Ann Arbor,Ross,Mastering Workplace Relationships: Strategies for Professional Impact,Interpersonal Dynamics,,Ann Arbor,MI,20,Online,Online,,2000,"LEADERS AT ALL LEVELS , FUNCTIONS, EMPLOYEES IN CUSTOMER-FACING, BOUNDARY-SPANNING, , CROSS-FUNCTIONAL ROLES",179
ACCOUNTANTS,12,Cornell University,SC Johnson,CORPORATE GOVERNANCECertificate,"ENVIRONMENTAL, SOCIAL, GOVERNANCE",Yes,Ithaca,NY,40,Online,Online,,3900,"EXECUTIVES, BOARD MEMBERS, FOUNDERS , ENTREPRENEURS, ACCOUNTANTS, AUDITORS, INVESTMENT BANKERS, PROFESSIONALS",292
HIGH-LEVEL MANUFACTURING OR SERVICE MANAGERS,2,Northwestern University,Kellogg School of Management,Lean Operations,"Operation, Technology",,Evanston,IL,4,In person / Online,"Evanston, IL",6900,4150,HIGH-LEVEL MANUFACTURING OR SERVICE MANAGERS,52
EMPLOYEES IN CUSTOMER-FACING,7,University of Michigan--Ann Arbor,Ross,Mastering Workplace Relationships: Strategies for Professional Impact,Interpersonal Dynamics,,Ann Arbor,MI,20,Online,Online,,2000,"LEADERS AT ALL LEVELS , FUNCTIONS, EMPLOYEES IN CUSTOMER-FACING, BOUNDARY-SPANNING, , CROSS-FUNCTIONAL ROLES",179
PHILANTHROPISTS,12,Cornell University,SC Johnson,CORPORATE SUSTAINABILITYCertificate,"ENVIRONMENTAL, SOCIAL, GOVERNANCE",Yes,Ithaca,NY,50,Online,Online,,3900,"SENIOR LEADERS , EXECUTIVES, LEGAL PROFESSIONALS, PHILANTHROPISTS, ENTREPRENEURS, COMMUNICATIONS EXPERTS, COMMUNITY ACTIVISTS",281
INNOVATION LEADERS,9,UC Berkeley,Hass,Corporate Business Model Innovation,Entrepreneurship and Innovation,Yes,Berkeley,CA,3,In person,"Berkeley,CA",5250,,"CHIEF MARKETING OFFICERS (CMOS),BUSINESS STRATEGY , R&D PROFESSIONALS,CORPORATE INNOVATORS",215
INNOVATION LEADERS,2,Northwestern University,Kellogg School of Management,Generative AI: Executive Strategies to Unlock Enterprise Value,AI,,Evanston,IL,,,na,,,INNOVATION LEADERS,24
INNOVATION LEADERS,2,Northwestern University,Kellogg School of Management,Leading and Sustaining a Culture of Innovation,Innovation,,Evanston,IL,4,In person,"Evanston, IL",9000,,INNOVATION LEADERS,25
INNOVATION LEADERS,4,Columbia University,Columbia Business School,Leading in a Data-Driven World,Negotiation & Decision Making,Yes,New York,NY,4,In person,"Manhattanville Campus, NYC",9950,,"EXECUTIVE LEADERS , DECISION-MAKERS, MANAGERS, DIRECTORS IN DATA-INTENSIVE ROLES, STRATEGISTS, CONSULTANTS, CROSS-FUNCTIONAL LEADERS, INNOVATORS, CHANGE AGENTS",145
INNOVATION LEADERS,13,Arizona State University,W.P. Carey,Innovation and Growth using the Theory of Constraints,Entrepreneurship and Innovation,No,Tempe,AZ,4,In person,"McCord Hall, Tempe campus",6000,,"SENIOR LEADERS, CHAMPIONS FOR CHANGE, , DECISION MAKERS SEEKING A GUIDED, PRACTICAL PROCESS FOR BUSINESS INNOVATION.",304
SOCIAL SCIENCE RESEARCHERS,12,Cornell University,SC Johnson,BIG DATA FOR POLICYCertificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,80,Online,Online,,3600,"ASPIRING DATA SCIENTISTS , ANALYSTS, SOCIAL SCIENCE RESEARCHERS, GOVERNMENT PROGRAM MANAGERS, PROGRAM EVALUATORS, CITY , REGIONAL PLANNERS",279
RESEARCHERS,12,Cornell University,SC Johnson,APPLIED STATISTICS Certificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,70,Online,Online,,3750,"STUDENTS WHO ARE PRE-MBA OR CONSIDERING EARNING AN MBA, ANALYSTS , RESEARCHERS",269
RESEARCHERS,12,Cornell University,SC Johnson,Data Science certificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,80,Online,Online,,3600,"CURRENT , ASPIRING DATA SCIENTISTS, ANALYSTS, ENGINEERS, RESEARCHERS, TECHNICAL MANAGERS",255
RESEARCHERS,12,Cornell University,SC Johnson,BUSINESS STATISTICS Certificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,80,Online,Online,,3900,"NEW, EMERGING, , EXPERIENCED LEADERS, CONSULTANTS, ANALYSTS , RESEARCHERS, ENTREPRENEURS",270
MID-LEVEL PROFESSIONALS,4,Columbia University,Columbia Business School,Designing Customer Experiences,Marketing / Analytics,Yes,New York,NY,4,In person,"Manhattanville Campus, NYC",9950,,"MID-CAREER , SENIOR MARKETING , BR, MANAGERS, EXECUTIVES WITH MARKETING EXPERIENCE, SENIOR LEADERS",134
MID-LEVEL PROFESSIONALS,4,Columbia University,Columbia Business School,Designing Customer Experiences,Marketing / Analytics,Yes,New York,NY,4,In person,"Manhattanville Campus, NYC",9950,,"MID-CAREER , SENIOR MARKETING , BR, MANAGERS WITH 10 YEARS OF MANAGEMENT EXPERIENCE, EXECUTIVES WITH MARKETING EXPERIENCE, SENIOR LEADERS",138
MID-LEVEL PROFESSIONALS,12,Cornell University,SC Johnson,CORPORATE COMMUNICATION,Marketing,Yes,Ithaca,NY,40,Online,Online,,3750,"COMMUNICATION MANAGERS, PR PRO,EXECUTIVES, ENTREPRENEUS, MID LEVEL MANAGERS, HR",242
MID-LEVEL PROFESSIONALS,2,Northwestern University,Kellogg School of Management,Supply Chain Management,"Operation, Technology",,Evanston,IL,4.5,In person / Online,"Evanston, IL",7650,5850,"SENIOR , MID-LEVEL MANAGERS",55
MID-LEVEL PROFESSIONALS,3,University of Chicago (Booth),Booth School of Business,Negotiations: Strategies and Processes for Impactful Outcomes,Leadership / Governance,Yes,Chicago,IL,2,In person,"Chicago, Hong Kong",3200,,"MIDDLE, UPPER MIDDLE, , SENIOR LEVEL MANAGERS",78
MID-LEVEL PROFESSIONALS,4,Columbia University,Columbia Business School,Sales Team Management Strategies,Marketing / Analytics,Yes,New York,NY,,Online,Online,,2600,"VPS OF SALES, SENIOR SALES MANAGERS, OTHER SALES LEADERS, VPS OF MARKETING , SALES, HEADS OF PRODUCT MARKETING, OTHER MARKETING LEADERS, ENTREPRENEURS, FOUNDERS,CO-FOUNDERS OF ORGANIZATIONS, SALES CONSULTANTS, BUSINESS DEVELOPMENT CONSULTANTS, TECHNICAL SALES CONSULTANTS",142
MID-LEVEL PROFESSIONALS,3,University of Chicago (Booth),Booth School of Business,Strategic Digital Transformation – Hong Kong,Strategy / Innovation / Technology / Analytics,Yes,Chicago,IL,2,In person,Hong Kong,3200,,"MIDDLE-, UPPER- , SENIOR-LEVEL MANAGERS",87
MID-LEVEL PROFESSIONALS,2,Northwestern University,Kellogg School of Management,Creating and Managing Strategic Alliances,Strategy,,Evanston,IL,5,Online,na,,5850,"MID- , UPPER-LEVEL MANAGERS",57
MID-LEVEL PROFESSIONALS,2,Northwestern University,Kellogg School of Management,Strategic Capabilities for Emerging Business Leaders,Leadership / Governance,,Evanston,IL,12,Online,na,,5850,MID-LEVEL OR EMERGING SENIOR LEADERS,36
MID-LEVEL PROFESSIONALS,9,UC Berkeley,Hass,The Berkeley Changemaker,Leadership and Communication,Yes,Berkeley,CA,3,In person,"Berkeley,CA",4005,,"MID-LEVEL PROFESSIONALS,LATE-STAGE EXECUTIVES",209
MID-LEVEL PROFESSIONALS,9,UC Berkeley,Hass,Black Executive Leadership Accelerator,Leadership and Communication,No,Berkeley,CA,220,Online,Online,,5900,"BLACK LEADERS SEEKING TO ADVANCE, MID-TIER LEADERS",200
MATHEMATICS (STEM) GRADUATES,9,UC Berkeley,Hass,Professional Certificate in Machine Learning and Artificial Intelligence,Entrepreneurship and Innovation,Yes,Berkeley,CA,120,Online,Online,,7268,"IT , ENGINEERING PROFESSIONALS, DATA , BUSINESS ANALYSTS, RECENT SCIENCE, TECHNOLOGY, ENGINEERING, , MATHEMATICS (STEM) GRADUATES",222
UX,12,Cornell University,SC Johnson,USER EXPERIENCE DESIGN,Marketing,Yes,Ithaca,NY,100,Online,Online,,3750,"PRODUCT MANAGERS, WEB DESIGNERS, SOFTWARE DEVELOPERS,MARKETING, UI,UX,GRAPHIC DESIGNERS",251
UX,12,Cornell University,SC Johnson,CONSUMER BEHAVIOR,Marketing,Yes,Ithaca,NY,60,Online,Online,,3750,"MARKETING MANAGERS, PRODUCT MANAGERS, ENTREPRENEURS, ENGINEERS, TECH LEADERS, UX , WEB DECELOPERS, ENTREPRENEURS",247
UX,12,Cornell University,SC Johnson,USER EXPERIENCE DESIGN,Marketing,Yes,Ithaca,NY,100,Online,Online,,3750,"PRODUCT MANAGERS, WEB DESIGNERS, SOFTWARE DEVELOPERS,MARKETING, UI,UX,GRAPHIC DESIGNERS",251
CURRENT OR ASPIRING CTOS,9,UC Berkeley,Hass,Chief Technology Officer (CTO) Program,"Entrepreneurship and Innovation, Strategy and management",Yes,Berkeley,CA,365,Hybrid,"Berkeley,CA",27000,,"CURRENT OR ASPIRING CTOS , SENIOR EXECUTIVES, TECHNICAL EXPERTS, INCLUDING VPS OF ENGINEERING , SOFTWARE ARCHITECTS",214
ETHICS OFFICER,12,Cornell University,SC Johnson,DATA ETHICS Certificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,40,Online,Online,,2999,"DATA MANAGERS , DEVELOPERS, ETHICS OFFICER, STATISTICIANS, ANALYST, LAWYERS, SOFTWARE DEVELOPERS , PROGRAMMERS",258
CEOS,12,Cornell University,SC Johnson,FINANCIAL SUCCESS FOR NONPROFITSCertificate,"ENVIRONMENTAL, SOCIAL, GOVERNANCE",Yes,Ithaca,NY,40,Online,Online,,2600,"CEOS , EXECUTIVE DIRECTORS, LEADERS, ADMINISTRATORS, , NEW BOARD MEMBERS, DECISION-MAKING PROGRAM STAFF",295
